,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycle_Glass,Recycle_Metal,Recycle_Paper,Recycle_Plastic,Cook_Airfryer,Cook_Grill,Cook_Microwave,Cook_Oven,Cook_Stove
1207,normal,male,vegetarian,less frequently,coal,public,bus,sometimes,296,frequently,245,small,4,15,39,24,0,2280,1,1,0,1,1,1,1,0,0
1208,obese,female,vegetarian,more frequently,electricity,private,diesel,often,257,rarely,1589,medium,7,15,22,0,1,1922,1,1,0,0,0,0,0,1,0
1209,obese,male,vegetarian,more frequently,coal,private,petrol,never,152,never,1047,large,7,21,27,1,0,2605,1,1,0,1,1,1,0,0,1
1210,normal,male,pescatarian,more frequently,electricity,private,hybrid,sometimes,136,rarely,269,large,6,23,35,14,2,1605,1,1,0,1,0,0,0,1,0
1211,underweight,male,pescatarian,less frequently,coal,private,petrol,never,148,rarely,8073,medium,3,3,35,9,2,4185,1,0,1,1,0,0,0,0,0
1212,underweight,male,vegetarian,less frequently,coal,walk/bicycle,none,often,154,frequently,60,extra large,7,16,41,10,1,3221,0,0,0,1,0,0,1,0,1
1213,underweight,female,vegetarian,twice a day,electricity,walk/bicycle,none,never,293,never,10,large,1,17,0,18,1,412,1,0,1,1,0,0,1,0,1
1214,normal,male,vegetarian,twice a day,wood,walk/bicycle,none,sometimes,238,very frequently,83,small,4,19,44,0,0,2919,0,0,0,1,0,0,0,1,0
1215,overweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,296,frequently,6059,large,2,15,12,4,0,4078,0,0,1,0,0,0,1,1,1
1216,underweight,female,vegetarian,twice a day,coal,private,hybrid,never,73,frequently,7238,large,2,10,36,7,0,2589,0,1,1,1,0,0,0,0,0
1217,normal,male,vegan,more frequently,electricity,private,hybrid,never,160,rarely,7115,large,4,0,43,8,0,2515,1,1,1,1,1,1,1,1,0
1218,overweight,female,vegan,less frequently,wood,private,electric,often,270,very frequently,8530,small,2,16,2,4,2,1948,0,1,1,0,1,1,1,1,0
1219,normal,male,vegetarian,more frequently,wood,walk/bicycle,none,often,276,never,6,extra large,6,5,47,23,2,2233,0,1,1,0,1,1,0,1,1
1220,normal,female,vegetarian,twice a day,electricity,private,hybrid,sometimes,122,never,8874,extra large,4,15,30,5,0,2435,0,1,0,0,1,1,0,0,1
1221,obese,male,vegetarian,daily,electricity,public,bus,never,199,very frequently,762,small,1,8,25,11,0,2867,0,0,0,0,0,0,1,1,0
1222,overweight,male,vegetarian,twice a day,natural gas,public,bus,often,202,never,263,medium,2,20,41,6,2,1554,1,1,0,1,0,0,1,1,0
1223,overweight,female,vegetarian,twice a day,electricity,walk/bicycle,none,often,155,never,56,small,3,15,25,22,1,976,0,1,0,1,0,0,1,1,0
1224,underweight,male,omnivore,more frequently,wood,public,bus,sometimes,258,never,1218,medium,2,14,45,8,2,1846,0,0,0,0,1,1,1,0,0
1225,overweight,male,vegan,twice a day,coal,public,bus,sometimes,94,never,1190,large,4,18,0,6,2,1220,1,1,0,0,0,0,0,0,0
1226,underweight,female,vegan,more frequently,wood,public,bus,never,245,very frequently,1340,large,4,1,39,8,1,2243,0,1,0,1,1,1,0,0,0
1227,obese,female,pescatarian,daily,coal,public,bus,often,118,rarely,419,medium,3,17,8,24,0,1792,1,0,0,1,1,1,1,1,0
1228,underweight,female,pescatarian,twice a day,electricity,private,electric,often,294,never,8383,medium,4,14,50,2,0,1484,1,0,0,0,1,1,0,0,1
1229,normal,male,pescatarian,twice a day,electricity,walk/bicycle,none,often,71,rarely,51,extra large,1,5,42,1,1,1292,1,1,0,0,1,1,1,1,1
1230,obese,male,vegan,daily,natural gas,walk/bicycle,none,often,125,never,71,large,6,2,27,22,1,1858,1,1,0,1,1,1,1,0,0
1231,underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,231,very frequently,4671,extra large,6,15,16,5,0,3571,1,0,0,1,1,1,0,0,1
1232,underweight,male,omnivore,less frequently,coal,private,electric,often,158,very frequently,3320,medium,2,17,22,10,2,2599,0,1,0,0,0,0,0,0,1
1233,overweight,female,pescatarian,twice a day,coal,public,bus,never,84,very frequently,144,extra large,2,23,34,2,1,2712,1,0,1,1,1,1,0,1,0
1234,underweight,female,vegetarian,more frequently,wood,public,bus,often,224,very frequently,865,small,1,14,12,2,2,1965,1,0,1,0,1,1,0,0,0
1235,overweight,female,vegetarian,daily,electricity,private,lpg,never,73,frequently,185,extra large,1,0,15,18,1,1349,1,0,0,0,1,1,1,0,0
1236,normal,male,omnivore,twice a day,electricity,public,bus,often,290,very frequently,1059,medium,5,17,45,3,2,3075,0,0,1,0,1,1,0,0,1
1237,obese,female,omnivore,more frequently,coal,public,bus,often,202,never,1943,medium,7,13,50,6,1,2465,0,0,1,1,1,1,0,1,0
1238,obese,male,vegetarian,daily,coal,walk/bicycle,none,often,277,never,91,small,1,15,14,0,0,1309,1,1,0,1,1,1,0,0,0
1239,normal,female,pescatarian,more frequently,natural gas,public,bus,often,286,rarely,1214,medium,2,15,10,24,2,1345,1,1,0,0,0,0,1,1,0
1240,underweight,male,vegetarian,less frequently,natural gas,public,bus,often,235,frequently,421,medium,7,13,0,23,2,1869,0,0,1,0,1,1,0,0,0
1241,underweight,female,vegetarian,twice a day,electricity,walk/bicycle,none,often,57,rarely,61,small,4,1,8,19,1,775,0,1,0,1,0,0,0,1,1
1242,obese,female,omnivore,less frequently,coal,private,petrol,often,247,rarely,5642,small,3,9,29,14,2,3959,0,1,1,1,0,0,1,0,0
1243,overweight,female,vegetarian,more frequently,natural gas,private,electric,often,91,very frequently,6428,medium,1,9,44,11,2,2333,1,1,1,1,0,0,1,1,1
1244,underweight,female,pescatarian,twice a day,wood,public,bus,sometimes,140,rarely,490,extra large,3,16,0,17,0,1137,1,0,0,1,1,1,1,0,1
1245,underweight,male,vegetarian,twice a day,natural gas,private,electric,often,235,never,1927,extra large,2,11,41,14,1,1599,0,0,1,1,1,1,0,0,0
1246,normal,male,pescatarian,twice a day,electricity,walk/bicycle,none,never,52,frequently,60,extra large,1,23,15,20,1,1392,1,0,0,0,0,0,1,0,0
1247,underweight,male,vegetarian,less frequently,wood,private,electric,never,66,rarely,6181,extra large,7,10,19,12,2,1588,0,1,1,0,1,1,0,0,0
1248,obese,female,pescatarian,daily,natural gas,public,bus,sometimes,109,very frequently,1134,large,2,15,2,14,0,2388,0,1,0,1,1,1,1,0,0
1249,overweight,male,pescatarian,more frequently,coal,private,diesel,often,82,rarely,6441,large,3,8,21,15,0,3655,1,0,0,1,1,1,0,0,1
1250,overweight,male,vegan,more frequently,coal,public,bus,never,299,frequently,645,small,1,11,40,15,1,2369,0,1,0,0,0,0,0,0,1
1251,underweight,female,pescatarian,more frequently,coal,public,bus,never,252,never,15,medium,7,10,6,22,0,1344,1,0,0,1,1,1,1,0,0
1252,normal,female,vegan,twice a day,electricity,walk/bicycle,none,sometimes,64,very frequently,4,medium,5,9,6,2,2,1792,1,1,0,0,1,1,0,0,1
1253,obese,male,omnivore,daily,natural gas,walk/bicycle,none,never,141,very frequently,53,small,3,22,31,9,1,3125,0,0,0,1,0,0,1,1,0
1254,overweight,female,vegetarian,twice a day,natural gas,public,bus,often,236,frequently,1387,large,2,11,46,15,2,2106,1,1,1,0,1,1,1,1,0
1255,underweight,male,vegetarian,less frequently,wood,walk/bicycle,none,often,57,frequently,39,medium,1,12,13,11,1,1309,1,1,1,0,0,0,1,0,1
1256,overweight,female,vegan,daily,electricity,private,electric,often,232,very frequently,3002,small,3,7,27,10,0,2415,1,0,0,0,1,1,0,1,1
1257,overweight,male,pescatarian,more frequently,natural gas,walk/bicycle,none,never,203,frequently,71,extra large,4,15,45,14,0,2711,0,1,1,1,1,1,1,0,1
1258,normal,male,omnivore,twice a day,electricity,private,electric,often,258,rarely,3175,extra large,1,5,18,6,1,1290,1,1,0,0,0,0,1,0,1
1259,underweight,female,omnivore,daily,coal,walk/bicycle,none,never,179,never,91,small,2,4,11,3,2,694,0,1,1,1,0,0,0,1,0
1260,overweight,male,vegan,twice a day,wood,walk/bicycle,none,sometimes,230,never,50,extra large,1,19,5,8,1,910,1,1,0,0,1,1,0,0,0
1261,obese,male,vegetarian,daily,natural gas,public,bus,often,112,frequently,804,extra large,2,6,27,4,0,2485,0,0,0,1,0,0,0,0,1
1262,overweight,female,vegetarian,less frequently,wood,private,hybrid,often,152,rarely,3754,small,6,3,6,22,1,1757,1,1,0,0,1,1,1,1,0
1263,overweight,female,vegetarian,more frequently,electricity,public,bus,sometimes,249,very frequently,25,medium,7,11,2,18,2,2153,0,1,1,0,0,0,0,0,0
1264,normal,male,vegetarian,daily,coal,private,diesel,often,160,never,2635,large,1,11,15,22,0,2031,1,1,0,0,0,0,1,1,1
1265,normal,female,vegan,daily,wood,public,bus,never,56,rarely,1427,large,6,5,13,15,0,1477,1,0,0,0,1,1,0,1,1
1266,normal,female,vegetarian,daily,natural gas,walk/bicycle,none,often,94,very frequently,73,small,6,1,16,23,0,2085,1,0,1,1,0,0,0,1,1
1267,overweight,male,vegan,more frequently,electricity,walk/bicycle,none,often,193,rarely,88,small,6,9,17,8,1,1210,0,1,1,0,1,1,1,0,1
1268,overweight,female,vegetarian,daily,coal,walk/bicycle,none,sometimes,121,rarely,31,extra large,5,24,20,20,2,1898,0,1,0,0,0,0,1,0,1
1269,underweight,female,vegetarian,more frequently,wood,public,bus,often,243,frequently,1495,large,4,1,22,15,0,1785,1,0,1,1,1,1,0,0,1
1270,normal,female,vegetarian,more frequently,electricity,private,petrol,often,119,frequently,9933,extra large,3,12,24,5,0,4824,0,0,1,1,1,1,1,0,0
1271,normal,female,vegan,more frequently,electricity,private,hybrid,never,172,frequently,8869,medium,6,23,0,23,2,2281,1,1,1,1,1,1,0,0,1
1272,obese,female,vegan,twice a day,coal,private,petrol,sometimes,238,never,3468,small,4,16,10,18,2,2416,1,1,1,0,1,1,0,1,1
1273,overweight,male,vegan,daily,wood,public,bus,never,166,never,916,medium,5,2,17,3,0,1394,1,0,0,0,1,1,1,1,0
1274,underweight,male,vegan,less frequently,wood,walk/bicycle,none,often,79,never,63,extra large,2,24,31,13,0,1308,1,1,0,1,1,1,1,1,1
1275,underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,none,never,118,never,25,medium,1,8,39,4,1,878,0,1,1,1,0,0,1,0,1
1276,normal,male,vegetarian,more frequently,coal,public,bus,never,65,rarely,1779,large,1,16,1,12,0,1293,0,1,0,0,1,1,1,0,1
1277,normal,female,vegan,daily,coal,private,petrol,never,107,frequently,9759,extra large,6,12,18,19,2,5424,1,0,0,1,1,1,1,1,0
1278,underweight,male,omnivore,twice a day,natural gas,public,bus,often,94,very frequently,1669,small,1,24,36,14,1,2600,0,0,0,0,1,1,0,0,0
1279,normal,female,vegetarian,twice a day,wood,walk/bicycle,none,sometimes,278,never,2,large,5,19,7,9,1,1071,0,1,1,0,1,1,0,1,0
1280,overweight,male,vegetarian,less frequently,natural gas,public,bus,never,79,frequently,1292,extra large,1,23,8,8,0,1767,1,0,0,0,1,1,0,0,1
1281,normal,female,vegetarian,more frequently,wood,public,bus,often,267,frequently,1011,large,6,13,42,1,2,2324,0,1,0,0,0,0,0,0,1
1282,obese,female,omnivore,twice a day,electricity,public,bus,often,294,very frequently,1182,extra large,6,24,46,5,2,3606,1,1,1,0,0,0,1,0,1
1283,obese,male,vegetarian,daily,wood,public,bus,sometimes,166,rarely,982,medium,2,11,13,20,2,1683,0,0,0,1,0,0,0,1,0
1284,underweight,female,vegetarian,more frequently,electricity,private,hybrid,sometimes,226,frequently,4222,medium,5,23,40,6,2,2262,1,1,0,0,0,0,1,1,1
1285,normal,female,vegetarian,daily,coal,public,bus,never,240,frequently,1065,large,5,18,19,3,0,1942,0,0,1,1,0,0,0,0,0
1286,underweight,male,vegan,less frequently,electricity,walk/bicycle,none,never,253,very frequently,83,large,6,10,0,0,0,1860,1,0,1,1,0,0,1,0,0
1287,normal,male,vegan,twice a day,natural gas,private,petrol,often,56,never,7598,medium,6,4,12,19,0,4462,0,0,0,0,0,0,1,0,0
1288,underweight,female,pescatarian,more frequently,electricity,walk/bicycle,none,sometimes,273,very frequently,9,small,2,23,26,17,1,2031,1,0,0,0,0,0,0,1,1
1289,normal,female,omnivore,twice a day,wood,walk/bicycle,none,sometimes,266,frequently,7,small,4,24,13,22,2,1546,1,1,1,0,0,0,1,0,0
1290,overweight,female,pescatarian,daily,natural gas,public,bus,sometimes,202,never,833,medium,5,23,16,10,1,1475,0,0,0,0,0,0,1,0,0
1291,obese,female,pescatarian,twice a day,coal,private,diesel,never,170,very frequently,4136,small,2,14,50,18,0,4105,0,1,1,0,1,1,1,1,0
1292,overweight,female,vegetarian,more frequently,wood,walk/bicycle,none,never,178,never,20,small,5,16,41,4,2,1405,0,0,0,0,1,1,1,0,0
1293,overweight,male,pescatarian,more frequently,wood,walk/bicycle,none,never,297,never,45,large,4,3,39,22,0,2070,1,1,0,0,1,1,0,1,0
1294,underweight,male,omnivore,daily,coal,public,bus,sometimes,88,very frequently,853,extra large,2,17,11,4,0,2573,0,0,0,1,1,1,0,1,0
1295,normal,male,omnivore,less frequently,coal,private,electric,often,80,never,1388,large,4,7,19,7,1,1471,1,1,0,0,0,0,1,0,0
1296,overweight,male,omnivore,daily,natural gas,public,bus,never,290,very frequently,718,medium,7,21,28,10,0,3427,0,1,1,0,0,0,1,0,1
1297,normal,male,pescatarian,less frequently,wood,walk/bicycle,none,often,238,rarely,43,medium,3,4,17,0,1,1152,1,1,1,0,1,1,1,0,0
1298,overweight,male,vegan,less frequently,electricity,public,bus,never,85,rarely,97,medium,3,18,34,11,2,1165,0,1,0,1,0,0,0,1,0
1299,underweight,female,vegetarian,twice a day,coal,public,bus,often,136,very frequently,1149,medium,3,2,37,17,1,2682,0,0,0,0,1,1,0,0,1
1300,underweight,male,pescatarian,less frequently,electricity,private,lpg,sometimes,95,never,4917,large,7,0,45,9,0,2634,1,1,1,1,0,0,1,0,1
1301,underweight,female,vegan,twice a day,coal,private,diesel,often,213,frequently,3038,large,7,3,4,14,0,2541,0,0,1,0,1,1,1,0,0
1302,overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,none,sometimes,254,rarely,16,small,4,21,10,8,0,1160,0,1,1,1,0,0,1,0,1
1303,normal,male,vegetarian,daily,wood,private,petrol,never,298,rarely,1657,extra large,2,20,50,8,0,2431,0,1,0,1,0,0,0,0,0
1304,overweight,male,omnivore,twice a day,coal,walk/bicycle,none,sometimes,126,very frequently,49,small,5,9,33,24,0,3685,0,0,0,1,1,1,1,1,1
1305,overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,none,often,76,frequently,65,extra large,6,7,37,8,1,2133,1,1,1,1,0,0,0,1,0
1306,normal,female,vegetarian,twice a day,coal,private,petrol,never,95,very frequently,2439,small,3,4,9,1,0,2799,0,0,1,0,0,0,1,0,0
1307,normal,male,pescatarian,daily,wood,public,bus,sometimes,233,never,205,large,5,15,34,19,1,1682,0,1,1,1,0,0,1,1,1
1308,normal,male,omnivore,daily,wood,walk/bicycle,none,never,168,frequently,20,small,1,15,2,23,0,1306,0,1,1,1,0,0,1,0,1
1309,underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,none,sometimes,169,very frequently,86,small,2,18,4,4,1,2006,0,0,1,0,0,0,0,0,1
1310,obese,male,vegetarian,more frequently,coal,public,bus,often,190,frequently,149,extra large,6,0,40,3,2,3537,0,0,1,0,0,0,0,0,0
1311,obese,male,vegan,twice a day,electricity,walk/bicycle,none,sometimes,129,very frequently,70,extra large,1,22,42,13,1,2993,0,1,0,1,1,1,0,0,0
1312,normal,male,pescatarian,less frequently,wood,private,diesel,never,295,frequently,9151,small,7,2,33,23,2,4359,0,1,0,0,0,0,1,0,0
1313,underweight,female,pescatarian,less frequently,wood,walk/bicycle,none,often,188,very frequently,92,extra large,4,7,28,6,2,2528,0,0,0,0,0,0,0,0,1
1314,normal,male,pescatarian,more frequently,wood,walk/bicycle,none,never,202,frequently,5,extra large,2,2,7,23,1,1851,0,1,0,0,1,1,0,0,0
1315,normal,male,pescatarian,more frequently,natural gas,public,bus,sometimes,271,frequently,1295,medium,7,2,27,1,0,2388,1,0,0,1,1,1,0,0,1
1316,overweight,male,vegan,twice a day,wood,public,bus,often,53,never,1475,large,3,15,13,15,0,1409,0,1,1,0,0,0,1,1,1
1317,overweight,male,vegan,less frequently,natural gas,private,lpg,never,132,rarely,1197,large,6,13,11,3,0,1890,1,1,0,1,0,0,1,0,1
1318,obese,female,pescatarian,more frequently,electricity,public,bus,never,130,very frequently,1467,extra large,4,4,45,23,1,3110,1,1,0,0,1,1,1,1,1
1319,overweight,female,vegetarian,twice a day,coal,private,lpg,never,121,rarely,1526,small,2,15,4,9,2,1373,0,0,1,0,1,1,0,0,0
1320,obese,male,omnivore,daily,coal,private,electric,never,89,never,4621,medium,4,22,46,1,1,2029,1,0,0,0,0,0,1,1,0
1321,overweight,male,pescatarian,more frequently,electricity,private,lpg,sometimes,175,very frequently,3953,medium,6,12,11,22,0,4064,0,1,0,0,1,1,0,1,1
1322,overweight,female,vegetarian,daily,natural gas,walk/bicycle,none,never,59,never,60,medium,1,7,22,21,1,973,0,0,0,0,0,0,1,0,1
1323,underweight,female,vegan,twice a day,electricity,walk/bicycle,none,sometimes,88,frequently,68,extra large,2,9,25,7,2,1265,1,0,1,0,1,1,0,0,1
1324,overweight,male,pescatarian,twice a day,natural gas,private,electric,never,213,rarely,2184,medium,6,24,33,15,0,2218,1,0,0,0,1,1,1,1,0
1325,underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,none,often,222,frequently,3,large,5,11,17,15,1,1727,0,0,1,0,0,0,0,1,0
1326,normal,male,vegan,less frequently,electricity,public,bus,sometimes,268,frequently,1707,large,1,8,29,16,1,1865,0,1,0,0,1,1,0,0,1
1327,normal,female,vegetarian,more frequently,natural gas,private,diesel,often,115,very frequently,1655,small,6,10,26,1,0,2500,1,1,0,0,1,1,1,0,0
1328,normal,male,pescatarian,less frequently,natural gas,private,diesel,often,294,very frequently,5746,medium,7,17,49,10,0,5098,1,0,1,0,1,1,1,1,1
1329,overweight,female,pescatarian,twice a day,electricity,public,bus,never,248,rarely,1166,medium,5,21,38,18,1,1674,0,0,0,1,1,1,1,0,0
1330,underweight,female,omnivore,daily,wood,private,hybrid,often,112,very frequently,1844,small,7,6,5,8,2,2011,1,1,1,1,0,0,0,0,0
1331,underweight,male,vegan,less frequently,coal,walk/bicycle,none,often,100,very frequently,66,large,7,1,5,12,1,2774,0,0,1,0,1,1,1,0,1
1332,underweight,female,pescatarian,daily,electricity,walk/bicycle,none,often,298,never,9,large,4,16,31,6,2,1101,1,0,0,1,0,0,0,0,1
1333,obese,female,omnivore,less frequently,electricity,private,lpg,never,243,rarely,8133,extra large,4,24,21,23,0,4372,0,0,0,0,1,1,1,1,1
1334,overweight,female,vegan,less frequently,coal,public,bus,often,139,rarely,1893,medium,2,9,39,1,2,1686,1,0,0,1,1,1,0,1,1
1335,underweight,male,vegetarian,daily,wood,walk/bicycle,none,sometimes,232,very frequently,59,small,7,14,22,9,0,2361,0,0,1,1,1,1,0,0,1
1336,overweight,female,vegan,more frequently,natural gas,private,petrol,often,170,frequently,6388,extra large,3,3,48,9,1,4605,0,0,0,0,1,1,0,1,0
1337,obese,male,omnivore,less frequently,natural gas,public,bus,often,173,frequently,678,small,1,3,1,19,0,1841,1,1,1,0,0,0,1,1,0
1338,overweight,male,pescatarian,less frequently,electricity,private,diesel,never,151,frequently,4861,large,6,16,24,3,1,3459,1,0,0,1,1,1,0,1,0
1339,underweight,female,vegetarian,daily,wood,private,electric,sometimes,220,rarely,1098,medium,6,18,26,6,2,1352,0,0,1,0,0,0,1,1,0
1340,underweight,male,pescatarian,more frequently,natural gas,private,diesel,never,287,rarely,8031,extra large,1,16,29,15,0,3340,0,0,1,1,1,1,0,0,1
1341,underweight,male,vegan,less frequently,electricity,private,lpg,never,254,very frequently,3597,large,6,22,5,6,2,2906,1,1,1,1,1,1,0,1,1
1342,underweight,male,vegan,daily,coal,walk/bicycle,none,sometimes,204,rarely,27,small,5,12,7,16,0,1443,0,0,0,0,0,0,0,1,1
1343,obese,female,pescatarian,twice a day,electricity,private,petrol,never,114,very frequently,2019,small,5,3,27,0,2,2624,0,1,1,1,0,0,1,1,1
1344,normal,male,vegetarian,twice a day,coal,private,electric,never,118,rarely,4880,small,1,8,24,9,0,1513,0,0,0,0,0,0,1,1,0
1345,underweight,female,vegetarian,daily,electricity,public,bus,often,221,never,494,medium,4,19,30,5,0,1141,0,0,1,0,1,1,1,1,1
1346,overweight,female,omnivore,daily,coal,public,bus,often,93,rarely,787,small,4,9,42,19,0,1745,0,1,1,1,0,0,0,0,1
1347,underweight,male,omnivore,twice a day,electricity,walk/bicycle,none,sometimes,159,never,24,large,1,15,19,2,2,940,0,0,0,1,1,1,0,1,1
1348,obese,female,pescatarian,more frequently,wood,public,bus,never,204,frequently,1529,small,2,13,29,16,1,2056,0,0,1,1,1,1,1,1,0
1349,underweight,female,omnivore,less frequently,natural gas,public,bus,sometimes,272,very frequently,1088,large,5,20,24,15,0,2814,0,0,0,1,0,0,1,1,1
1350,normal,male,omnivore,less frequently,natural gas,public,bus,never,214,very frequently,966,extra large,2,22,29,19,1,3006,0,0,0,0,1,1,0,0,1
1351,obese,female,vegan,twice a day,electricity,private,lpg,sometimes,262,frequently,6691,extra large,5,21,33,16,2,4065,1,1,1,1,0,0,0,1,1
1352,normal,male,vegan,daily,wood,walk/bicycle,none,often,227,very frequently,49,extra large,7,14,7,17,1,3159,1,0,0,0,1,1,0,0,1
1353,underweight,male,pescatarian,less frequently,wood,public,bus,often,241,very frequently,539,large,2,20,41,19,0,2978,0,0,1,0,1,1,1,0,1
1354,underweight,female,vegan,daily,wood,private,lpg,never,74,never,2411,extra large,7,6,49,18,1,2292,1,0,0,0,1,1,0,0,0
1355,overweight,male,vegan,twice a day,wood,private,electric,never,116,never,5689,extra large,7,11,45,6,1,2253,1,1,0,0,0,0,0,1,0
1356,underweight,female,vegan,less frequently,natural gas,public,bus,sometimes,162,frequently,421,large,7,24,28,19,1,2108,0,1,0,0,0,0,0,0,1
1357,obese,male,vegan,daily,wood,private,electric,never,217,rarely,625,extra large,1,16,25,19,1,1605,0,0,1,0,0,0,1,1,0
1358,normal,male,vegan,daily,wood,walk/bicycle,none,sometimes,269,frequently,63,extra large,7,15,12,0,0,2450,0,1,0,0,0,0,1,1,0
1359,obese,male,vegetarian,less frequently,electricity,walk/bicycle,none,never,63,very frequently,15,small,7,23,33,14,0,2691,1,1,0,1,0,0,1,1,1
